Date,AAPL,AAPL/FB,AMZN,AMZN/AAPL,AMZN/FB,FB,ln(AAPL),ln(AMZN),ln(FB)
2013-08-29,66.894204008648,1.620499128116473,283.98,4.245210840139266,6.879360465116279,41.28,4.203112326738979,5.6489038131462115,3.720378121173307
2013-08-30,66.284170226312,1.6053322893270041,280.98,4.239021157550266,6.8050375393557765,41.29,4.193951108900029,5.638283492423505,3.720620339897999
2013-09-03,66.469738040564,1.5875265832472891,288.8,4.344834333840103,6.89754000477669,41.87,4.196746777028183,5.665734407018671,3.734569580031052
2013-09-04,67.845307080083,1.6238704423188848,293.64,4.32808122827706,7.028243178554332,41.78,4.217230217788321,5.68235452724258,3.7324177561284198
2013-09-05,67.379891029821,1.5794629871031647,294.1,4.364803734542065,6.894045944678857,42.66,4.210346620728969,5.68391984555995,3.753261713043204
2013-09-06,67.781229044516,1.5422350180777245,295.86,4.364925277552743,6.731740614334471,43.95,4.216285298863666,5.68988636946409,3.783052624131186
2013-09-09,68.862800982423,1.5636421658134196,299.71,4.3522772196922395,6.805404178019981,44.04,4.23211613356326,5.702815340465995,3.785098311854479
2013-09-10,67.294181555496,1.5434445310893576,300.36,4.46338736956478,6.888990825688073,43.6,4.2090737775713905,5.7049817552316835,3.775057150354989
2013-09-11,63.630441645078,1.4127540329724246,299.64,4.709066796539798,6.652753108348135,45.04,4.153091998051637,5.702581754079682,3.807550983831435
2013-09-12,64.307954632597,1.437049265532894,298.86,4.647325540167485,6.678435754189945,44.75,4.16368333482987,5.699975236313247,3.8010914447208646
2013-09-13,63.248150180233004,1.4274012678906116,297.92,4.710335387691847,6.723538704581359,44.31,4.147065881017628,5.696824994088702,3.7912103852113983
2013-09-16,61.237378703219,1.4405405481820515,296.06,4.834628886302041,6.964478946130322,42.51,4.114757766202887,5.6905621364853465,3.749739342370699
2013-09-17,61.944821983359006,1.3744136228834924,304.17,4.910337785484522,6.748835145329488,45.07,4.126244020778102,5.717586755632598,3.808216836702557
2013-09-18,63.218219887611,1.3977055027108336,312.03,4.935760617029793,6.898739774485961,45.23,4.146592548966352,5.743099337033152,3.8117605834897517
2013-09-19,64.254896386586,1.3974531619527186,312.06,4.856594867455835,6.7868638538495,45.98,4.162857929223153,5.743195477013036,3.8282065193350356
2013-09-20,63.589627609685,1.339010899340598,316.34,4.974710686178321,6.661191829858917,47.49,4.152450369147765,5.756817584535343,3.8605191625610304
2013-09-23,66.74999441692701,1.4144944780022677,311.49,4.666517244247287,6.6007628734901465,47.19,4.200954213638813,5.741367234983472,3.8541820057382963
2013-09-24,66.540482368578,1.3733845690108977,314.13,4.720885524393789,6.483591331269349,48.45,4.197810519866399,5.749806912967481,3.880532338336775
2013-09-25,65.510608208835,1.3245169472065303,312.65,4.772509499581091,6.321269712899312,49.46,4.182212086914318,5.745084354013307,3.9011642620932703
2013-09-26,66.148667628808,1.3127340271642787,318.12,4.809167159422233,6.313157372494542,50.39,4.191904748692329,5.7624286700889344,3.9197927426925068
2013-09-27,65.676585286099,1.281744443522619,316.01,4.811608256175373,6.167252146760343,51.24,4.184742473629711,5.755773858655822,3.9365204770285334
2013-09-30,64.860304578245,1.2912662667379058,312.64,4.820205548415872,6.224168823412303,50.23,4.172235796801618,5.7450523688544175,3.9166124577619534
2013-10-01,66.385389034085,1.316647938002479,320.95,4.8346481758992335,6.365529551765172,50.42,4.195476987601614,5.771285347757787,3.9203879217597737
2013-10-02,66.603063889513,1.3246432754477524,320.51,4.812241078453839,6.374502784407318,50.28,4.198750580835218,5.769913477122026,3.917607383722047
2013-10-03,65.766376163963,1.3372585637243393,314.76,4.786032291261841,6.400162667751118,49.18,4.186108707178322,5.751810443666782,3.8954870367880465
2013-10-04,65.714678385799,1.2875132912578175,319.04,4.854927511430153,6.2507836990595615,51.04,4.185322315846046,5.765316486773473,3.9326096390365346
2013-10-07,66.356819209311,1.3134762313798694,310.03,4.672164876108128,6.136777513855898,50.52,4.195046531824311,5.73666906699042,3.9223692974822906
2013-10-08,65.43034060589599,1.3880004371212558,303.23,4.634394337428769,6.432541366143403,47.14,4.180986074521407,5.714491593464553,3.853121897507985
2013-10-09,66.198732845556,1.4154101527807568,298.23,4.505071127203919,6.376523412443874,46.77,4.192661321453965,5.697865000892164,3.845241971737795
2013-10-10,66.613675538715,1.358076973266361,305.17,4.581191437524554,6.221610601427116,49.05,4.19890989488644,5.7208689983797,3.892840186011372
2013-10-11,67.04548803316999,1.3652105077004681,310.89,4.6370010737514615,6.330482590103848,49.11,4.205371314893269,5.739439151864236,3.894062680051153
2013-10-14,67.484647053996,1.3630508393051102,310.7,4.60401014991457,6.275499899010301,49.51,4.21190012095566,5.738827816399001,3.9021746693733315
2013-10-15,67.843810565452,1.370582031625293,306.4,4.5162557563656005,6.18989898989899,49.5,4.217208159797865,5.724891437866436,3.901972669574645
